SA2_CODE21,SA2_NAME21,population,IRSD_score,IRSD_decile,library_count,libraries_per_10000
206071143,Fitzroy North,12781.0,1066.0,9.0,1.0,0.7824113919098662
206071145,Clifton Hill - Alphington,9855.0,1094.0,10.0,0.0,0.0
206071517,Richmond (South) - Cremorne,17671.0,1106.0,10.0,0.0,0.0
206071518,Richmond - North,13867.0,977.0,4.0,0.0,0.0
207011146,Ashburton (Vic.),7952.0,1082.0,9.0,0.0,0.0
207011147,Balwyn,16163.0,1064.0,8.0,0.0,0.0
207011148,Balwyn North,21123.0,1075.0,9.0,0.0,0.0
207011149,Camberwell,21232.0,1097.0,10.0,1.0,0.47098718914845517
207011150,Glen Iris - East,16829.0,1116.0,10.0,0.0,0.0
207011152,Hawthorn East,15684.0,1091.0,10.0,0.0,0.0
207011154,Kew East,6482.0,1087.0,10.0,0.0,0.0
207011155,Surrey Hills (West) - Canterbury,15944.0,1103.0,10.0,0.0,0.0
207011519,Hawthorn - North,9890.0,1088.0,10.0,0.0,0.0
207011520,Hawthorn - South,11957.0,1087.0,10.0,0.0,0.0
207011521,Kew - South,11601.0,1100.0,10.0,0.0,0.0
207011522,Kew - West,13039.0,1081.0,9.0,0.0,0.0
207021156,Bulleen,11289.0,1047.0,7.0,0.0,0.0
207021157,Doncaster,24814.0,1027.0,6.0,1.0,0.4029983074071089
207021159,Templestowe,16966.0,1074.0,9.0,0.0,0.0
207021160,Templestowe Lower,14191.0,1055.0,8.0,0.0,0.0
207021424,Doncaster East - North,15672.0,1059.0,8.0,0.0,0.0
207021425,Doncaster East - South,15454.0,1030.0,6.0,0.0,0.0
207031161,Blackburn,22106.0,1069.0,9.0,0.0,0.0
207031162,Blackburn South,10939.0,1054.0,8.0,0.0,0.0
207031163,Box Hill,22841.0,991.0,4.0,1.0,0.4378092027494418
207031164,Box Hill North,18126.0,1041.0,7.0,0.0,0.0
207031165,Burwood (Vic.),12336.0,1010.0,5.0,0.0,0.0
207031166,Burwood East,10675.0,1031.0,6.0,0.0,0.0
207031167,Surrey Hills (East) - Mont Alber,10166.0,1096.0,10.0,0.0,0.0
208011168,Beaumaris,14021.0,1108.0,10.0,0.0,0.0
208011169,Brighton (Vic.),22758.0,1101.0,10.0,0.0,0.0
208011170,Brighton East,16540.0,1090.0,10.0,0.0,0.0
208011171,Highett (West) - Cheltenham,12439.0,1071.0,9.0,0.0,0.0
208011172,Hampton,18200.0,1074.0,9.0,0.0,0.0
208011173,Sandringham - Black Rock,17358.0,1094.0,10.0,0.0,0.0
208021174,Bentleigh - McKinnon,24896.0,1069.0,9.0,0.0,0.0
208021176,Carnegie,18534.0,1062.0,8.0,0.0,0.0
208021177,Caulfield - North,22362.0,1085.0,9.0,0.0,0.0
208021178,Caulfield - South,18075.0,1086.0,9.0,0.0,0.0
208021179,Elsternwick,11904.0,1085.0,9.0,0.0,0.0
208021180,Hughesdale,7563.0,1051.0,8.0,0.0,0.0
208021181,Murrumbeena,9369.0,1077.0,9.0,0.0,0.0
208021182,Ormond - Glen Huntly,13128.0,1066.0,9.0,0.0,0.0
208021426,Bentleigh East - North,16583.0,1067.0,9.0,0.0,0.0
208021427,Bentleigh East - South,14057.0,1076.0,9.0,0.0,0.0
208031183,Aspendale Gardens - Waterways,8853.0,1080.0,9.0,0.0,0.0
208031185,Carrum - Patterson Lakes,12032.0,1043.0,7.0,0.0,0.0
208031186,Chelsea - Bonbeach,15204.0,1043.0,7.0,0.0,0.0
208031187,Chelsea Heights,5393.0,1048.0,7.0,0.0,0.0
208031188,Highett (East) - Cheltenham,24085.0,1047.0,7.0,0.0,0.0
208031189,Edithvale - Aspendale,13563.0,1073.0,9.0,0.0,0.0
208031190,Mentone,13197.0,1061.0,8.0,0.0,0.0
208031191,Moorabbin - Heatherton,9116.0,1048.0,8.0,0.0,0.0
208031193,Mordialloc - Parkdale,21199.0,1072.0,9.0,0.0,0.0
208041194,Malvern - Glen Iris,20239.0,1098.0,10.0,1.0,0.4940955580809328
208041195,Malvern East,21923.0,1088.0,10.0,0.0,0.0
209011196,Bundoora - East,9831.0,1024.0,6.0,0.0,0.0
209011197,Greensborough,20807.0,1070.0,9.0,1.0,0.4806074878646609
209011198,Heidelberg - Rosanna,16039.0,1075.0,9.0,1.0,0.6234802668495543
209011199,Heidelberg West,14852.0,962.0,3.0,0.0,0.0
209011200,Ivanhoe,12458.0,1085.0,9.0,0.0,0.0
209011201,Ivanhoe East - Eaglemont,7740.0,1118.0,10.0,0.0,0.0
209011202,Montmorency - Briar Hill,16539.0,1080.0,9.0,0.0,0.0
209011203,Viewbank - Yallambie,18733.0,1066.0,9.0,0.0,0.0
209011204,Watsonia,9236.0,1046.0,7.0,0.0,0.0
209021205,Kingsbury,10408.0,1012.0,5.0,0.0,0.0
209021428,Preston - East,20711.0,1004.0,5.0,0.0,0.0
209021429,Preston - West,12696.0,1034.0,7.0,1.0,0.7876496534341525
209021523,Reservoir - North East,14795.0,974.0,4.0,0.0,0.0
209021524,Reservoir - North West,9801.0,964.0,3.0,0.0,0.0
209021525,Reservoir - South East,12799.0,958.0,3.0,0.0,0.0
209021526,Reservoir - South West,14090.0,1003.0,5.0,0.0,0.0
209031209,Eltham,23444.0,1098.0,10.0,1.0,0.4265483705852244
209031210,Hurstbridge,3554.0,1068.0,9.0,0.0,0.0
209031211,Kinglake,4204.0,1039.0,7.0,0.0,0.0
209031212,Panton Hill - St Andrews,5091.0,1086.0,10.0,0.0,0.0
209031213,Plenty - Yarrambat,9454.0,1097.0,10.0,0.0,0.0
209031214,Research - North Warrandyte,6935.0,1107.0,10.0,0.0,0.0
209031215,Wattle Glen - Diamond Creek,14417.0,1084.0,9.0,0.0,0.0
209041216,Bundoora - North,7350.0,1027.0,6.0,0.0,0.0
209041217,Bundoora - West,6186.0,983.0,4.0,0.0,0.0
209041220,Mill Park - North,17470.0,1011.0,5.0,0.0,0.0
209041221,Mill Park - South,11240.0,989.0,4.0,0.0,0.0
209041223,Thomastown,19998.0,885.0,1.0,0.0,0.0
209041224,Wallan,22627.0,1017.0,6.0,0.0,0.0
209041225,Whittlesea,10661.0,1031.0,6.0,0.0,0.0
209041431,Epping - East,13144.0,961.0,3.0,0.0,0.0
209041432,Epping - South,8204.0,927.0,2.0,0.0,0.0
209041433,Epping (Vic.) - West,12143.0,991.0,4.0,0.0,0.0
209041435,South Morang - North,12595.0,1051.0,8.0,0.0,0.0
209041436,South Morang - South,12392.0,1021.0,6.0,0.0,0.0
209041437,Wollert,24407.0,1002.0,5.0,0.0,0.0
209041527,Doreen - North,16299.0,1051.0,8.0,0.0,0.0
209041528,Doreen - South,10471.0,1045.0,7.0,0.0,0.0
209041529,Lalor - East,9947.0,884.0,1.0,0.0,0.0
209041530,Lalor - West,13513.0,919.0,2.0,0.0,0.0
209041531,Mernda - North,11427.0,1019.0,6.0,0.0,0.0
209041532,Mernda - South,11940.0,1034.0,7.0,0.0,0.0
210011226,Airport West,8173.0,1026.0,6.0,0.0,0.0
210011228,Keilor,8548.0,1052.0,8.0,0.0,0.0
210011230,Niddrie - Essendon West,7460.0,1067.0,9.0,0.0,0.0
210011231,Strathmore,10031.0,1089.0,10.0,0.0,0.0
210011533,Avondale Heights,12388.0,1008.0,5.0,0.0,0.0
210011534,Keilor East,15073.0,1036.0,7.0,0.0,0.0
210021232,Gisborne,14222.0,1079.0,9.0,0.0,0.0
210021233,Macedon,3523.0,1103.0,10.0,0.0,0.0
210021234,Riddells Creek,4457.0,1075.0,9.0,0.0,0.0
210021235,Romsey,10765.0,1047.0,7.0,0.0,0.0
210031236,Coburg North,8425.0,1017.0,6.0,0.0,0.0
210031237,Fawkner,14002.0,936.0,2.0,0.0,0.0
210031439,Gowanbrae,3111.0,1069.0,9.0,0.0,0.0
210031440,Hadfield,6241.0,970.0,3.0,0.0,0.0
210031535,Glenroy - East,14783.0,945.0,2.0,0.0,0.0
210031536,Glenroy - West,8857.0,996.0,5.0,0.0,0.0
210031537,Oak Park,7898.0,1064.0,8.0,0.0,0.0
210031538,Pascoe Vale,17214.0,1041.0,7.0,0.0,0.0
210041240,Sunbury,13671.0,1041.0,7.0,1.0,0.731475385853266
210041539,Diggers Rest,5237.0,1037.0,7.0,0.0,0.0
210041540,Sunbury - South,14985.0,1014.0,6.0,0.0,0.0
210041541,Sunbury - West,11166.0,1036.0,7.0,0.0,0.0
210051242,Broadmeadows,13859.0,789.0,1.0,1.0,0.721552781585973
210051243,Campbellfield - Coolaroo,16057.0,791.0,1.0,0.0,0.0
210051245,Gladstone Park - Westmeadows,18024.0,979.0,4.0,0.0,0.0
210051246,Greenvale - Bulla,22095.0,1033.0,7.0,0.0,0.0
210051247,Meadow Heights,14890.0,800.0,1.0,0.0,0.0
210051248,Melbourne Airport,126.0,1064.0,8.0,0.0,0.0
210051250,Tullamarine,6576.0,969.0,3.0,0.0,0.0
210051441,Craigieburn - Central,8099.0,925.0,2.0,0.0,0.0
210051442,Craigieburn - North,12309.0,968.0,3.0,0.0,0.0
210051443,Craigieburn - South,21673.0,946.0,2.0,0.0,0.0
210051445,Mickleham - Yuroke,23374.0,1001.0,5.0,0.0,0.0
210051542,Craigieburn - North West,9842.0,965.0,3.0,0.0,0.0
210051543,Craigieburn - West,12999.0,934.0,2.0,0.0,0.0
210051544,Roxburgh Park (South) - Somerton,9479.0,895.0,1.0,0.0,0.0
210051545,Roxburgh Park - North,14658.0,854.0,1.0,0.0,0.0
211011251,Bayswater,12589.0,1004.0,5.0,0.0,0.0
211011254,Knoxfield - Scoresby,16601.0,1052.0,8.0,0.0,0.0
211011255,Lysterfield,6594.0,1097.0,10.0,0.0,0.0
211011256,Rowville - Central,15418.0,1054.0,8.0,0.0,0.0
211011257,Rowville - North,7905.0,1081.0,9.0,0.0,0.0
211011258,Rowville - South,10375.0,1075.0,9.0,0.0,0.0
211011259,Wantirna,14341.0,1045.0,7.0,0.0,0.0
211011260,Wantirna South,17942.0,1046.0,7.0,0.0,0.0
211011446,Boronia,23560.0,1015.0,6.0,0.0,0.0
211011447,Ferntree Gully - North,14145.0,1014.0,6.0,0.0,0.0
211011448,Ferntree Gully (South) - Upper F,15334.0,1043.0,7.0,0.0,0.0
211011449,The Basin,4345.0,1056.0,8.0,0.0,0.0
211021261,Donvale - Park Orchards,16275.0,1083.0,9.0,0.0,0.0
211021262,Warrandyte - Wonga Park,10112.0,1100.0,10.0,0.0,0.0
211031263,Bayswater North,11871.0,1029.0,6.0,0.0,0.0
211031265,Croydon Hills - Warranwood,18059.0,1085.0,9.0,0.0,0.0
211031266,Ringwood,18715.0,1014.0,6.0,0.0,0.0
211031267,Ringwood East,21132.0,1048.0,7.0,0.0,0.0
211031268,Ringwood North,9654.0,1085.0,9.0,0.0,0.0
211031450,Croydon - East,16109.0,1004.0,5.0,0.0,0.0
211031451,Croydon - West,14139.0,1032.0,7.0,0.0,0.0
211031452,Croydon South,4898.0,1040.0,7.0,0.0,0.0
211041269,Forest Hill,10780.0,1021.0,6.0,0.0,0.0
211041270,Mitcham (Vic.),16795.0,1062.0,8.0,0.0,0.0
211041271,Nunawading,12413.0,1041.0,7.0,1.0,0.8056070248932571
211041272,Vermont,10993.0,1063.0,8.0,0.0,0.0
211041273,Vermont South,11954.0,1060.0,8.0,0.0,0.0
211051274,Belgrave - Selby,10005.0,1072.0,9.0,0.0,0.0
211051275,Chirnside Park,11779.0,1060.0,8.0,0.0,0.0
211051276,Healesville - Yarra Glen,14065.0,1027.0,6.0,0.0,0.0
211051277,Kilsyth,9916.0,1010.0,5.0,0.0,0.0
211051278,Lilydale - Coldstream,19599.0,1035.0,7.0,0.0,0.0
211051279,Monbulk - Silvan,5816.0,1051.0,8.0,0.0,0.0
211051280,Montrose,6943.0,1068.0,9.0,0.0,0.0
211051281,Mooroolbark,23146.0,1031.0,6.0,0.0,0.0
211051282,Mount Dandenong - Olinda,9706.0,1079.0,9.0,0.0,0.0
211051283,Mount Evelyn,9799.0,1051.0,8.0,0.0,0.0
211051284,Upwey - Tecoma,9777.0,1071.0,9.0,0.0,0.0
211051285,Wandin - Seville,7902.0,1060.0,8.0,0.0,0.0
211051286,Yarra Valley,16799.0,995.0,5.0,0.0,0.0
212011289,Emerald - Cockatoo,18633.0,1066.0,9.0,0.0,0.0
212011546,Beaconsfield - Officer,23632.0,1056.0,8.0,0.0,0.0
212011547,Bunyip - Garfield,9868.0,1046.0,7.0,0.0,0.0
212011548,Koo Wee Rup,10069.0,1020.0,6.0,0.0,0.0
212011549,Pakenham - North East,15441.0,979.0,4.0,0.0,0.0
212011550,Pakenham - North West,7479.0,1025.0,6.0,0.0,0.0
212011551,Pakenham - South East,6439.0,948.0,3.0,0.0,0.0
212011552,Pakenham - South West,26783.0,990.0,4.0,0.0,0.0
212021293,Berwick - North,22963.0,1057.0,8.0,0.0,0.0
212021295,Doveton,11889.0,832.0,1.0,0.0,0.0
212021297,Hallam,11472.0,917.0,2.0,0.0,0.0
212021299,Narre Warren North,8241.0,1068.0,9.0,0.0,0.0
212021453,Endeavour Hills - North,12086.0,996.0,5.0,0.0,0.0
212021454,Endeavour Hills - South,13360.0,998.0,5.0,0.0,0.0
212021455,Narre Warren - North East,13504.0,1010.0,5.0,0.0,0.0
212021456,Narre Warren - South West,14758.0,953.0,3.0,0.0,0.0
212021553,Berwick - South East,17760.0,1059.0,8.0,0.0,0.0
212021554,Berwick - South West,11254.0,1044.0,7.0,0.0,0.0
212031300,Cranbourne,21281.0,920.0,2.0,1.0,0.4699027301348621
212031303,Cranbourne South,17400.0,1054.0,8.0,0.0,0.0
212031304,Cranbourne West,21535.0,989.0,4.0,0.0,0.0
212031306,Lynbrook - Lyndhurst,18027.0,1021.0,6.0,0.0,0.0
212031308,Pearcedale - Tooradin,8024.0,1036.0,7.0,0.0,0.0
212031457,Narre Warren South - East,13152.0,1030.0,6.0,0.0,0.0
212031458,Narre Warren South - West,16713.0,968.0,3.0,0.0,0.0
212031555,Clyde North - North,10535.0,1066.0,9.0,0.0,0.0
212031556,Clyde North - South,14802.0,1046.0,7.0,0.0,0.0
212031557,Cranbourne East - North,23415.0,1001.0,5.0,0.0,0.0
212031558,Cranbourne East - South,12289.0,1019.0,6.0,0.0,0.0
212031559,Cranbourne North - East,12772.0,1013.0,6.0,0.0,0.0
212031560,Cranbourne North - West,11910.0,946.0,2.0,0.0,0.0
212031561,Hampton Park - East,12715.0,917.0,2.0,0.0,0.0
212031562,Hampton Park - West,13368.0,893.0,1.0,0.0,0.0
212041309,Clarinda - Oakleigh South,11554.0,990.0,4.0,0.0,0.0
212041310,Clayton South,13381.0,954.0,3.0,0.0,0.0
212041312,Dandenong North,22526.0,926.0,2.0,0.0,0.0
212041313,Dingley Village,10499.0,1066.0,9.0,0.0,0.0
212041316,Noble Park North,7456.0,936.0,2.0,0.0,0.0
212041317,Springvale,22248.0,845.0,1.0,1.0,0.4494786048184106
212041318,Springvale South,12621.0,831.0,1.0,0.0,0.0
212041459,Noble Park - East,12739.0,904.0,2.0,0.0,0.0
212041460,Noble Park - West,19591.0,853.0,1.0,0.0,0.0
212041563,Dandenong - North,21487.0,828.0,1.0,0.0,0.0
212041564,Dandenong - South,9350.0,818.0,1.0,0.0,0.0
212041565,Keysborough - North,15096.0,914.0,2.0,0.0,0.0
212041566,Keysborough - South,15093.0,1039.0,7.0,0.0,0.0
212051319,Ashwood - Chadstone,19507.0,1033.0,7.0,0.0,0.0
212051321,Glen Waverley - East,21603.0,1055.0,8.0,1.0,0.4628986714808128
212051322,Glen Waverley - West,21036.0,1039.0,7.0,0.0,0.0
212051323,Mount Waverley - North,16073.0,1065.0,9.0,1.0,0.6221613886642194
212051324,Mount Waverley - South,19265.0,1068.0,9.0,0.0,0.0
212051325,Mulgrave,19889.0,1038.0,7.0,0.0,0.0
212051326,Oakleigh - Huntingdale,22928.0,1038.0,7.0,1.0,0.43614794138171664
212051327,Wheelers Hill,20652.0,1066.0,9.0,1.0,0.484214603912454
212051567,Clayton (North) - Notting Hill,9829.0,981.0,4.0,0.0,0.0
212051568,Clayton - Central,12052.0,983.0,4.0,0.0,0.0
213011328,Ardeer - Albion,7502.0,903.0,2.0,0.0,0.0
213011329,Cairnlea,10038.0,951.0,3.0,0.0,0.0
213011331,Delahey,8077.0,899.0,1.0,0.0,0.0
213011332,Keilor Downs,13082.0,965.0,3.0,0.0,0.0
213011333,Kings Park (Vic.),13983.0,827.0,1.0,0.0,0.0
213011334,St Albans - North,20581.0,825.0,1.0,0.0,0.0
213011335,St Albans - South,17454.0,821.0,1.0,0.0,0.0
213011336,Sunshine,9445.0,931.0,2.0,1.0,1.058761249338274
213011337,Sunshine North,12047.0,865.0,1.0,0.0,0.0
213011338,Sunshine West,18558.0,884.0,1.0,0.0,0.0
213011339,Sydenham,11726.0,983.0,4.0,0.0,0.0
213011340,Taylors Lakes,16910.0,1042.0,7.0,0.0,0.0
213011569,Deer Park,18004.0,899.0,1.0,0.0,0.0
213011570,Derrimut,8653.0,987.0,4.0,0.0,0.0
213021341,Altona,13556.0,1040.0,7.0,1.0,0.737680731779286
213021342,Altona Meadows,18479.0,983.0,4.0,0.0,0.0
213021343,Altona North,14931.0,968.0,3.0,0.0,0.0
213021344,Newport,18753.0,1075.0,9.0,1.0,0.5332480136511492
213021345,Seabrook,4952.0,1024.0,6.0,0.0,0.0
213021346,Williamstown,15912.0,1067.0,9.0,1.0,0.628456510809452
213031347,Braybrook,19068.0,925.0,2.0,0.0,0.0
213031348,Footscray,17131.0,987.0,4.0,1.0,0.5837370848169984
213031349,Maribyrnong,12573.0,1045.0,7.0,0.0,0.0
213031350,Seddon - Kingsville,9247.0,1060.0,8.0,0.0,0.0
213031351,West Footscray - Tottenham,11735.0,1016.0,6.0,0.0,0.0
213031352,Yarraville,15463.0,1077.0,9.0,0.0,0.0
213041353,Bacchus Marsh,24717.0,1011.0,5.0,0.0,0.0
213041358,Melton West,21208.0,940.0,2.0,0.0,0.0
213041359,Rockbank - Mount Cottrell,17553.0,1035.0,7.0,0.0,0.0
213041360,Taylors Hill,19539.0,1034.0,7.0,0.0,0.0
213041461,Burnside,5800.0,982.0,4.0,0.0,0.0
213041462,Burnside Heights,6377.0,1006.0,5.0,0.0,0.0
213041463,Caroline Springs,20365.0,1014.0,6.0,0.0,0.0
213041571,Brookfield,9829.0,952.0,3.0,0.0,0.0
213041572,Cobblebank - Strathtulloh,7598.0,1007.0,5.0,0.0,0.0
213041573,Eynesbury - Exford,2990.0,1090.0,10.0,0.0,0.0
213041574,Fraser Rise - Plumpton,10098.0,1047.0,7.0,0.0,0.0
213041575,Hillside,16182.0,1035.0,7.0,0.0,0.0
213041576,Kurunjang - Toolern Vale,11632.0,947.0,3.0,0.0,0.0
213041577,Melton,7886.0,849.0,1.0,1.0,1.26806999746386
213041578,Melton South - Weir Views,16658.0,877.0,1.0,0.0,0.0
213051361,Hoppers Crossing - North,18446.0,970.0,3.0,0.0,0.0
213051362,Hoppers Crossing - South,18772.0,944.0,2.0,0.0,0.0
213051363,Laverton,11459.0,993.0,5.0,0.0,0.0
213051368,Werribee - South,16810.0,1005.0,5.0,1.0,0.594883997620464
213051464,Point Cook - East,19274.0,1051.0,8.0,0.0,0.0
213051466,Point Cook - South,19091.0,1072.0,9.0,1.0,0.5238070294903358
213051467,Werribee - East,19010.0,895.0,1.0,0.0,0.0
213051468,Werribee - West,22341.0,1007.0,5.0,0.0,0.0
213051579,Manor Lakes - Quandong,10616.0,1041.0,7.0,0.0,0.0
213051580,Point Cook - North East,14167.0,1040.0,7.0,0.0,0.0
213051581,Point Cook - North West,9565.0,1054.0,8.0,0.0,0.0
213051582,Tarneit (West) - Mount Cottrell,10132.0,1025.0,6.0,0.0,0.0
213051583,Tarneit - Central,28116.0,1015.0,6.0,0.0,0.0
213051584,Tarneit - North,7197.0,1032.0,7.0,0.0,0.0
213051585,Tarneit - South,11182.0,988.0,4.0,0.0,0.0
213051586,Truganina - North,9340.0,1040.0,7.0,0.0,0.0
213051587,Truganina - South East,9596.0,1050.0,8.0,0.0,0.0
213051588,Truganina - South West,19065.0,992.0,5.0,0.0,0.0
213051589,Wyndham Vale - North,9032.0,980.0,4.0,0.0,0.0
213051590,Wyndham Vale - South,13546.0,958.0,3.0,0.0,0.0
214011370,Carrum Downs,21976.0,986.0,4.0,0.0,0.0
214011371,Frankston,23586.0,972.0,4.0,1.0,0.4239803273128127
214011372,Frankston North,19453.0,925.0,2.0,0.0,0.0
214011373,Frankston South,18801.0,1069.0,9.0,0.0,0.0
214011374,Langwarrin,24939.0,1040.0,7.0,0.0,0.0
214011375,Seaford (Vic.),17215.0,997.0,5.0,0.0,0.0
214011376,Skye - Sandhurst,13303.0,1049.0,8.0,0.0,0.0
214021377,Dromana,13366.0,1026.0,6.0,0.0,0.0
214021378,Flinders,5995.0,1093.0,10.0,0.0,0.0
214021379,Hastings - Somers,23970.0,1006.0,5.0,0.0,0.0
214021381,Mount Eliza,18734.0,1104.0,10.0,0.0,0.0
214021382,Mount Martha,19846.0,1079.0,9.0,0.0,0.0
214021383,Point Nepean,19811.0,1040.0,7.0,0.0,0.0
214021384,Rosebud - McCrae,22944.0,982.0,4.0,0.0,0.0
214021385,Somerville,18522.0,1036.0,7.0,0.0,0.0
214021591,Mornington - East,15175.0,1020.0,6.0,0.0,0.0
214021592,Mornington - West,10581.0,1043.0,7.0,0.0,0.0
215011386,Ararat,8500.0,929.0,2.0,0.0,0.0
215011387,Ararat Surrounds,3204.0,1020.0,6.0,0.0,0.0
215011388,Horsham,16985.0,978.0,4.0,0.0,0.0
215011389,Horsham Surrounds,3471.0,1049.0,8.0,0.0,0.0
215011390,Nhill Region,6956.0,953.0,3.0,0.0,0.0
215011391,St Arnaud,3453.0,951.0,3.0,0.0,0.0
215011392,Stawell,8504.0,951.0,3.0,0.0,0.0
215011393,West Wimmera,2766.0,983.0,4.0,0.0,0.0
215011394,Yarriambiack,6501.0,945.0,2.0,0.0,0.0
215021395,Irymple,7700.0,1031.0,6.0,0.0,0.0
215021396,Merbein,4976.0,958.0,3.0,0.0,0.0
215021398,Mildura Surrounds,3726.0,975.0,4.0,0.0,0.0
215021399,Red Cliffs,6138.0,931.0,2.0,0.0,0.0
215021469,Mildura - North,18027.0,885.0,1.0,0.0,0.0
215021470,Mildura - South,16408.0,949.0,3.0,0.0,0.0
215031400,Buloke,6184.0,975.0,4.0,0.0,0.0
215031401,Gannawarra,6719.0,972.0,4.0,0.0,0.0
215031402,Kerang,3960.0,919.0,2.0,0.0,0.0
215031403,Robinvale,3740.0,823.0,1.0,0.0,0.0
215031404,Swan Hill,11186.0,961.0,3.0,0.0,0.0
215031405,Swan Hill Surrounds,6477.0,973.0,4.0,0.0,0.0
216011406,Echuca,15636.0,971.0,3.0,0.0,0.0
216011407,Kyabram,11121.0,961.0,3.0,0.0,0.0
216011408,Lockington - Gunbower,3927.0,998.0,5.0,0.0,0.0
216011409,Rochester,4016.0,948.0,3.0,0.0,0.0
216011410,Rushworth,4193.0,941.0,2.0,0.0,0.0
216021411,Cobram,6465.0,910.0,2.0,0.0,0.0
216021412,Moira,2843.0,989.0,4.0,0.0,0.0
216021413,Numurkah,12555.0,966.0,3.0,0.0,0.0
216021414,Yarrawonga,8661.0,974.0,4.0,0.0,0.0
216031415,Mooroopna,8312.0,890.0,1.0,0.0,0.0
216031416,Shepparton - North,19928.0,961.0,3.0,0.0,0.0
216031418,Shepparton Surrounds - East,4017.0,1034.0,7.0,0.0,0.0
216031419,Shepparton Surrounds - West,10346.0,975.0,4.0,0.0,0.0
216031593,Kialla,9082.0,1042.0,7.0,0.0,0.0
216031594,Shepparton - South East,16520.0,854.0,1.0,0.0,0.0
217011420,Glenelg (Vic.),8920.0,979.0,4.0,0.0,0.0
217011421,Hamilton (Vic.),10346.0,984.0,4.0,0.0,0.0
217011422,Portland,11230.0,931.0,2.0,0.0,0.0
217011423,Southern Grampians,6301.0,1011.0,5.0,0.0,0.0
217031471,Camperdown,3491.0,967.0,3.0,0.0,0.0
217031472,Colac,12756.0,939.0,2.0,0.0,0.0
217031473,Colac Surrounds,5669.0,1027.0,6.0,0.0,0.0
217031474,Corangamite - North,5395.0,963.0,3.0,0.0,0.0
217031475,Corangamite - South,7180.0,1010.0,5.0,0.0,0.0
217031476,Otway,4008.0,1004.0,5.0,0.0,0.0
217041477,Moyne - East,7018.0,1011.0,5.0,0.0,0.0
217041478,Moyne - West,10014.0,1040.0,7.0,0.0,0.0
217041479,Warrnambool - North,22405.0,994.0,5.0,0.0,0.0
217041480,Warrnambool - South,13337.0,999.0,5.0,0.0,0.0
301011001,Alexandra Hills,16574.0,1011.0,5.0,0.0,0.0
301011002,Belmont - Gumdale,7550.0,1077.0,9.0,0.0,0.0
301011003,Birkdale,15230.0,1040.0,7.0,0.0,0.0
301011004,Capalaba,18254.0,1007.0,5.0,0.0,0.0
301011005,Thorneside,3877.0,996.0,5.0,0.0,0.0
301011006,Wellington Point,11893.0,1056.0,8.0,0.0,0.0
301021007,Cleveland,15851.0,1013.0,6.0,0.0,0.0
301021008,Ormiston,6379.0,1063.0,8.0,0.0,0.0
301021009,Redland Bay,17765.0,1042.0,7.0,0.0,0.0
301021011,Sheldon - Mount Cotton,8357.0,1093.0,10.0,0.0,0.0
301021012,Thornlands,19263.0,1062.0,8.0,0.0,0.0
301021013,Victoria Point,15140.0,1023.0,6.0,0.0,0.0
301021550,North Stradbroke Island,2156.0,978.0,4.0,0.0,0.0
301021551,Southern Moreton Bay Islands,8481.0,837.0,1.0,0.0,0.0
301031015,Manly - Lota,7890.0,1051.0,8.0,0.0,0.0
301031016,Manly West,11860.0,1046.0,7.0,0.0,0.0
301031017,Murarrie,4775.0,1068.0,9.0,0.0,0.0
301031018,Tingalpa,8881.0,1044.0,7.0,0.0,0.0
301031019,Wakerley,9446.0,1105.0,10.0,0.0,0.0
301031020,Wynnum,14502.0,1029.0,6.0,0.0,0.0
301031021,Wynnum West - Hemmant,15681.0,1000.0,5.0,0.0,0.0
302011022,Bald Hills,7826.0,1028.0,6.0,0.0,0.0
302011023,Bridgeman Downs,10501.0,1104.0,10.0,0.0,0.0
302011024,Carseldine,9844.0,1066.0,9.0,0.0,0.0
302011025,Everton Park,10044.0,1062.0,8.0,0.0,0.0
302011026,McDowall,7918.0,1094.0,10.0,0.0,0.0
302021027,Aspley,12912.0,1058.0,8.0,0.0,0.0
302021028,Chermside,11426.0,971.0,3.0,0.0,0.0
302021029,Chermside West,6611.0,1062.0,8.0,0.0,0.0
302021030,Geebung,4541.0,1054.0,8.0,0.0,0.0
302021031,Kedron - Gordon Park,14432.0,1070.0,9.0,0.0,0.0
302021032,Stafford,6917.0,1013.0,6.0,0.0,0.0
302021033,Stafford Heights,7153.0,1041.0,7.0,0.0,0.0
302021034,Wavell Heights,10344.0,1092.0,10.0,0.0,0.0
302031035,Boondall,9596.0,1022.0,6.0,0.0,0.0
302031037,Eagle Farm - Pinkenba,2076.0,1077.0,9.0,0.0,0.0
302031038,Northgate - Virginia,7068.0,1053.0,8.0,0.0,0.0
302031039,Nudgee - Banyo,10789.0,1053.0,8.0,0.0,0.0
302031040,Nundah,13305.0,1038.0,7.0,0.0,0.0
302041041,Bracken Ridge,17488.0,1024.0,6.0,0.0,0.0
302041042,Brighton (Qld),9664.0,1039.0,7.0,0.0,0.0
302041043,Deagon,3773.0,1017.0,6.0,0.0,0.0
302041044,Sandgate - Shorncliffe,6826.0,1038.0,7.0,0.0,0.0
302041045,Taigum - Fitzgibbon,14097.0,991.0,4.0,0.0,0.0
302041046,Zillmere,9323.0,937.0,2.0,0.0,0.0
303011047,Camp Hill,12145.0,1108.0,10.0,0.0,0.0
303011048,Cannon Hill,6930.0,1078.0,9.0,0.0,0.0
